"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
17.5577073667476,6.67426251922734,9.24673977540806,8.03847548784688,8.10318175354041,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
19.4055495194694,8.67038700613193,7.10552155855112,9.22928659594618,8.16431808867492,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
16.3110677717607,7.68221866688691,8.91036614193581,7.79771454515867,6.31244768388569,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1
13.2945180244738,7.851711261319,5.00130813685246,5.92267031781375,5.19614022225142,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0
14.9250847991616,9.4694034405984,6.47094465908594,5.44717733515427,5.29347394476645,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1
13.5391311026586,5.65532121458091,5.69305350072682,7.45169564383104,8.11942338594235,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
16.6974786053682,7.43289279867895,8.94601642619818,7.48650535126217,7.16312053264119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
19.2463749009535,9.17255974607542,9.72595661995001,8.31184268463403,9.9634826160036,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0
14.9910556016179,6.22666653711349,6.15235281642526,7.41131525021046,5.12337375199422,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
18.0190778836685,7.5690522720106,8.82918381830677,5.98076779046096,9.64862460386939,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
18.8430895639474,6.52103848173283,7.43730066926219,9.88960287184455,9.99100350076333,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1
16.8077144005811,7.70793128758669,6.35952529381029,6.84027605806477,8.15961508429609,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0
16.5226375731389,5.92781496234238,9.73124688258395,5.96607531537302,6.78287781542167,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
16.2266015009475,6.73471837537363,5.4318133846391,9.38895216444507,7.59908138774335,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
16.9109503185875,8.34237688337453,9.80158578255214,9.09901341423392,7.84639816032723,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
14.8794343756049,7.4748099676799,5.44919636100531,8.77824874827638,8.42198226600885,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
14.3966206180026,6.17008829140104,8.15416520112194,8.42354873428121,7.599756505806,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
16.173883621732,8.19549166364595,8.51378104183823,8.67246989742853,6.1594379961025,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
14.6055012744194,7.68432299257256,6.43305774312466,7.35734461457469,5.62643353943713,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1
16.8240751226485,9.3909588328097,9.84937310684472,6.15911284112372,9.61049556266516,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
16.5100067290795,6.67343611014076,9.73390964325517,5.58121100999415,7.80109688872471,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1
19.5836215539714,8.4953154285904,9.89762504468672,6.10629720264114,8.99657339090481,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
18.0745739730663,6.63276875508018,5.15218460699543,8.01778083201498,8.33459160057828,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
17.2164233299762,7.48534976271912,8.6638601263985,5.95767850521952,9.24845282337628,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
17.0058346493323,7.90678370278329,6.93157762754709,5.06191069958732,9.63114367797971,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1
17.1096137476131,9.77722229668871,5.96115063992329,6.37419535778463,9.83671225025319,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1
18.2676155794832,5.36447165999562,9.11248795688152,8.64976032986306,6.11553188180551,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
16.2472091996146,5.05862025544047,7.88718892959878,9.63189941248856,5.06218035123311,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
19.4554911894689,9.90920810960233,8.83983367821202,8.57969431206584,9.65988450683653,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
16.3812709067077,8.10401828959584,9.57952633034438,7.05416357843205,7.52107154228725,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
14.9916914209114,5.78957031480968,6.86247116886079,6.79435706464574,9.26608660840429,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
14.6805078367764,9.72177469055168,9.51012999401428,5.86308723199181,7.08602111320943,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
15.978907521472,9.269238950219,7.1762845502235,8.02075180457905,9.04962764354423,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
14.2995672406442,8.89674266334623,5.04628002061509,9.44812019355595,6.38158757123165,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18.2036194321049,7.18137104529887,8.11388058122247,9.26008163834922,9.82933106715791,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1
14.2731196238128,6.3076654879842,8.55692808516324,7.41969886934385,7.14332337141968,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
17.4256155633706,9.869575597113,9.012337080203,5.09582590661012,6.03941729757935,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1
18.4066046431838,9.18489489937201,8.18771506426856,7.73882112582214,6.35928734089248,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
13.1030937286325,9.86687175929546,7.76514449506067,9.35044820886105,5.17194360727444,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0
18.6543615488791,5.69769133580849,7.25831762654707,6.95849132258445,9.93078620638698,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
19.364305616977,7.38123499439098,7.85655226791278,6.23463948140852,9.9568704131525,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
16.6011469619307,8.30996650736779,8.04527191328816,8.4531886561308,7.37643852597103,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
17.3969318232941,7.0501061133109,7.55126501666382,8.48822482046671,8.77987880492583,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
17.5188205197832,6.66093863896094,8.14682793919928,7.75003963266499,7.82896815333515,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
16.3642639024682,5.1063843164593,8.86553923483007,5.83281668252312,7.93023635051213,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
17.9109973780213,6.57168055069633,5.04794387728907,7.96721852617338,6.91108184633777,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1
16.0565673105662,6.26045543933287,6.63856830098666,9.24692916916683,9.37818218022585,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1
16.7988940679373,6.974839073373,9.07090224325657,6.59712196327746,6.51769247255288,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
17.1047300758117,5.09162318427116,5.63517721253447,7.43364998255856,7.28663172922097,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0
15.6081032691461,8.63239465281367,7.28976572863758,8.0958702985663,8.48816575598903,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1
18.0538424413384,8.87478687101975,5.09507398703136,8.15499006886967,7.6016643748153,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
15.8331414303001,9.43485727533698,5.13240635278635,6.90956989885308,9.30322812637314,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1
13.5198512182882,5.89869326446205,7.69707059371285,5.16786728985608,7.11185641470365,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1
17.593233385075,8.65411721519195,5.33191930619068,7.90994317852892,5.79748960444704,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0
18.1678444741916,7.71543119568378,9.69005459686741,7.04256039578468,7.18994012917392,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
12.4616147251607,5.47563056694344,5.5048280232586,7.96976304380223,6.46753560053185,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1
14.8384825962314,9.88475557882339,7.02977389795706,8.92633512732573,7.07520278170705,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
18.0461997982009,9.10132555174641,6.52885833987966,9.74944443558343,8.79338734201156,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
16.4842989728651,8.46454428043216,6.80853608180769,8.41468317434192,5.24437639978714,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
14.3941718383245,8.32123321481049,8.54805412120186,7.22658160608262,6.30403274204582,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1
17.9353791321979,5.75979386689141,7.57474636193365,6.58571675186977,9.28075817297213,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
19.6377162088405,7.79932606616057,8.45153437228873,7.13784385006875,8.43282492598519,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0
17.8901648077777,8.56195433065295,5.25509804720059,5.300056647975,9.47324330918491,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
19.1026310511546,5.51326821558177,8.81332168472,9.11283267079853,9.14419450215064,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
14.8785121081305,6.9836622197181,8.42790456605144,8.20462017669342,5.58282500016503,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
17.8065183617177,8.03789765574038,8.95738745806739,9.4302177883219,8.43880615779199,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
12.7325050596965,6.20884876931086,8.39220720226876,9.2203947424423,5.85901367710903,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1
15.5344626441406,9.11521782749332,7.03068641480058,9.41893515642732,9.4425510847941,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0
15.1321292937315,7.73066798457876,6.18053864338435,9.81548699666746,9.13105157902464,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0
13.169104719586,7.81568796257488,5.35162677871995,7.91120259556919,7.37727626459673,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1
19.0406854982979,7.60607333155349,8.82314558373764,7.4703676556237,6.36802300112322,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
17.6385512065981,6.01983605651185,8.03681350313127,5.07184016751125,9.589572919067,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1
17.5130367998275,8.47832748782821,6.40105436439626,7.4206319253426,6.83487594360486,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
12.0173844744618,6.02032915572636,6.21445239288732,7.52433408400975,7.89945197408088,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1
16.9557090806812,7.87973196129315,6.60258393385448,5.25817395187914,9.15161481825635,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
16.6797545741072,5.00981567311101,8.29622749006376,8.42255647759885,9.97246980899945,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.0466201273045,6.62110976525582,5.406620639842,9.93923999136314,6.57666909042746,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
16.5165127549025,8.95031056716107,6.88959260238335,5.66151226637885,5.4614231782034,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
15.3035562969707,7.74817663477734,8.88044259278104,6.22041881433688,6.46060778643005,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
17.4718729967755,5.0642934825737,9.2620342108421,8.0029041308444,5.51832117605954,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
15.5536056292528,5.63855819171295,9.87696235300973,6.63543160655536,6.48220576695167,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
15.7034804358462,9.14364099735394,6.10063245636411,9.27878788439557,5.80829272861592,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
18.1219419812647,5.28084510588087,9.77992915082723,5.2351019193884,8.96632379852235,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
14.8714207835557,6.57352896174416,6.27733916975558,5.9700701595284,9.56045838072896,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1
19.9893883304047,6.33753513800912,9.58967437618412,9.84983873437159,5.27896383078769,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
17.6124607126489,8.67030351655558,9.63854563422501,6.13614654517733,6.31752749090083,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1
15.7058614792447,6.60825410042889,7.69337290897965,9.83188240556046,7.84081065794453,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
15.2165663547612,6.04871206684038,6.7604919464793,9.91752361878753,6.02206353214569,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0
15.5932319775584,6.80272164638154,7.30071943951771,6.06353943236172,6.98982680798508,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
18.7204887972179,5.07477719453163,7.60864425334148,8.47162542399019,9.97638567700051,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1
20.4944230494138,5.47827436123043,8.14266949077137,9.9827622808516,9.03893363778479,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
15.7385654618584,6.44098865799606,5.75758778490126,6.10946425586008,8.06166728027165,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1
12.6924870413594,7.10449521662667,7.17083006980829,5.23463644320145,8.3202713006176,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
17.7557407186265,7.59282921324484,7.69397590775043,9.06863597338088,9.15691843489185,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1
15.7253254798674,8.27326410566457,8.78496499266475,5.93850464676507,7.85941519425251,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0
19.3482492039275,9.91000388283283,9.2128032760229,6.57128014834598,8.87471814989112,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
17.9033341774396,8.73370181070641,7.68982075154781,8.75195300788619,9.76913484046236,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1
15.7334274640573,6.86511792591773,9.79038811405189,5.34195917774923,7.50705984886736,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1
17.002912102802,7.1904924174305,9.89100896171294,7.97707937541418,6.59732290543616,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0
18.3183563035069,6.62929878570139,9.6531703392975,6.52100004721433,6.56741627026349,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
18.6643332450832,9.04599399073049,7.37444525351748,5.39619940449484,7.84878330538049,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0
17.4919500978026,6.85043896432035,9.29317495203577,8.19352443679236,9.00045186048374,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1
17.8195147648547,8.96135624148883,6.78539042710327,9.60008435766213,8.72593358508311,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1
12.968997502222,5.78075854689814,6.31792040076107,8.57788868714124,9.85389485722408,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1
16.1061404198855,8.40614022105001,5.39891211781651,5.01276038819924,7.88109141518362,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
16.0922438286592,7.33455809066072,6.71722701750696,5.16162334359251,9.55464952276088,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
15.5671067282225,7.42328732507303,5.66628533648327,9.49631336028688,6.57794347382151,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0
18.7780154998306,6.06169840553775,8.13351895660162,7.22403133404441,8.69434499996714,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1
17.1417793383783,8.91620699316263,8.27748697018251,6.32141630863771,6.87753949780017,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
18.6505049844301,5.18801001249813,8.84189142030664,7.01469065039419,8.22818767628632,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
17.8951849349183,8.72596272849478,9.5319445093628,9.79670759406872,9.48636470246129,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
18.3590372641788,6.47393137682229,6.61242415895686,7.06402079551481,9.64172403677367,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16.3813858383378,6.21636094874702,6.45708274794742,6.79195707663894,6.77945988834836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
16.7854839268277,7.36603643046692,6.46675579133444,8.50250846706331,7.73175816284493,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1
15.7476523113916,9.82266062637791,6.08437343733385,5.25030592107214,8.5163896868471,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1
16.9037809622098,6.99300536187366,6.40597239485942,6.9558901223354,7.40190260112286,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1
16.6243459349827,7.91408645687625,6.12485542427748,5.34252573153935,7.61221073567867,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
16.659715971313,9.27242219913751,9.42898895358667,5.88170684175566,5.89026381727308,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1
15.3275625363766,6.35071002878249,7.55793126299977,9.99613780528307,9.57650854252279,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0
16.7053219735476,8.20944803301245,8.57683062669821,7.96014941995963,8.67943165241741,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15.6451826076232,6.05294763110578,9.10011230385862,6.83225391665474,5.05739966640249,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1
18.0569746265266,8.04506671032868,6.21160021866672,9.33446417213418,8.6458928254433,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1
18.3003623181578,7.77600704575889,8.13271253253333,7.31162275769748,7.11902325972915,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1
16.978478793183,7.92140949750319,7.45058274478652,6.65211051818915,7.22092839656398,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
18.8937056679419,5.91931647970341,6.00998518173583,7.96811735024676,6.47982484777458,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1
18.5814091899893,5.65588424564339,8.18967852857895,5.81090578692965,6.04862776002847,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1
14.1722074095526,7.94911343604326,9.3736381502822,6.48873369325884,5.40710488334298,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1
13.954040290372,8.46684867283329,8.96506313350983,7.77014768100344,9.77884809952229,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
18.3551501243914,8.68800886441022,9.9090798618272,7.54182640579529,7.79851021128707,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
17.8311416302061,9.87805197015405,9.97760036960244,5.76857093139552,9.96169893769547,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1
20.9546878514994,9.28536502295174,9.48619124130346,7.72810798720457,9.39179824432358,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
17.8730804135063,9.73371184431016,9.29069858742878,7.55082910996862,7.52876498620026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17.1006155576574,9.20456358930096,6.4873823383823,9.12092976737767,7.56975075928494,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
16.8983678506906,7.08443477167748,5.60674852342345,5.16990142408758,9.78995784767903,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
17.8459687456272,7.30127737857401,9.36439469922334,6.54021982103586,5.3917252656538,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
17.6983217368405,8.96037462051027,8.26038808794692,6.59997132373974,7.94446340878494,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1
15.6300580395516,5.81049928674474,5.14522894402035,6.11440201289952,6.4092332625296,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1
12.6599398415997,7.71729921223596,5.32833372591995,8.94129902590066,5.19896073499694,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
17.2924279954264,8.17499624332413,7.86177991540171,6.01008930010721,9.36713048955426,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1
18.7569551134335,6.16112453280948,8.17369576892816,9.93359979940578,7.89000745979138,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
14.8140448257639,9.66451228829101,5.80801614909433,9.80967285693623,6.15860259509645,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0
15.1332527227786,6.49887410341762,8.54880133643746,8.2176504121162,6.80966900894418,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
20.2398876157497,9.2242914007511,6.830736505799,7.12062144652009,9.79902815655805,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0
13.5532871835758,7.38923377706669,5.99980227416381,8.27306891907938,7.6186183153186,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0
18.6283850236738,9.21761561185122,8.75949709443375,6.77029675920494,6.88710819464177,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
17.2135378127818,9.3486638541799,6.9626600400079,7.00854445574805,8.75446048448794,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1
14.949416355589,8.13821577117778,7.97013768926263,7.7714845049195,6.44593687728047,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
16.5137219620873,7.56390392663889,8.98336800280958,5.81988846184686,9.3298711697571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
14.0120624950389,7.52418355550617,5.21838467917405,5.3492240421474,5.83087059785612,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
14.0865800247519,8.72883608099073,9.49832621379755,9.23933761776425,5.95681020058692,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1
13.1913730154579,6.22186813037843,8.09324317844585,6.22239123797044,5.13385304366238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
17.9288886065147,8.96759954048321,8.6189115291927,8.67741348105483,5.13080323464237,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
18.573410139079,6.07326956000179,8.7088150519412,8.44267312437296,9.56913198227994,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
14.3821300040161,5.40942152030766,5.27958716149442,7.72071128594689,6.63215686334297,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18.1862346848967,5.41617865557782,5.89200322167017,6.45342193776742,9.51112645911053,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
19.2823841978586,8.01833289209753,7.13879629620351,8.85114617878571,8.27566120773554,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
16.9262783550358,6.01549731218256,7.99988546757959,5.20257594645955,7.5914761913009,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0
15.976126280784,5.05340615054592,8.87450143927708,6.07184841763228,9.47461300413124,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0
18.5473574778273,7.2441365395207,8.45362637774087,9.59434835007414,9.96139356167987,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0
17.0329267388642,7.98227474442683,5.9249076875858,9.68351587303914,7.17246188200079,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13.8148240056312,6.7253394110594,5.63650254858658,5.46316268271767,6.01061625289731,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0
